,Unnamed: 0,Loyalty#,First Name,Last Name,Customer Name,Province or State,City,Latitude,Longitude,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,Customer Lifetime Value,EnrollmentType,enroll_year,enroll_month,enroll_month_year,enroll_day,cancel_year,cancel_month,cancel_month_year,cancel_day,DaysSinceEnrollment,DaysSinceCancellation,EnrollmentDurationInDays,IsCancelled
13977,13977,432302,Agnes,Estep,Agnes Estep,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Suburban,68654.0,Married,Star,5642.75,2021 Promotion,2021,3,2021-03,13,,,NaT,,292,,292.0,False
13978,13978,951781,Zachariah,Lairson,Zachariah Lairson,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Urban,41043.0,Married,Star,5643.8,Standard,2020,1,2020-01,7,,,NaT,,723,,723.0,False
13979,13979,436266,Dia,Edwardson,Dia Edwardson,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Suburban,44162.0,Married,Star,5645.51,Standard,2020,8,2020-08,14,,,NaT,,503,,503.0,False
13980,13980,708151,Rupert,Rapuano,Rupert Rapuano,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Rural,39841.0,Single,Star,5646.32,Standard,2017,5,2017-05,3,2019.0,10.0,2019-10,31.0,1702,791.0,911.0,True
13981,13981,693791,Josphine,Bolante,Josphine Bolante,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Rural,44634.0,Married,Star,5651.4,Standard,2020,2,2020-02,24,,,NaT,,675,,675.0,False
13982,13982,611366,Carolyn,Puffenbarger,Carolyn Puffenbarger,Nova Scotia,Halifax,44.648766,-63.575237,female,Bachelor,Urban,45586.0,Divorced,Star,5656.2,Standard,2020,7,2020-07,25,,,NaT,,523,,523.0,False
13983,13983,816196,Ressie,Frias,Ressie Frias,Quebec,Quebec City,46.813877,-71.207977,male,Bachelor,Rural,45586.0,Divorced,Star,5656.2,Standard,2019,11,2019-11,22,,,NaT,,769,,769.0,False
13984,13984,962801,Lavenia,Ventur,Lavenia Ventur,Alberta,Calgary,51.048615,-114.07085,male,College,Suburban,0.0,Married,Star,5657.03,Standard,2019,5,2019-05,6,,,NaT,,969,,969.0,False
13985,13985,117033,Georgia,Guilford,Georgia Guilford,Ontario,Trenton,44.101128,-77.576309,female,Bachelor,Urban,23550.0,Married,Star,5657.81,Standard,2017,9,2017-09,17,,,NaT,,1565,,1565.0,False
13986,13986,504078,Toya,Munaz,Toya Munaz,Ontario,Toronto,43.653225,-79.383186,female,College,Rural,0.0,Single,Star,5658.91,2021 Promotion,2021,3,2021-03,28,,,NaT,,277,,277.0,False
13987,13987,855998,Gracie,Knori,Gracie Knori,British Columbia,Vancouver,49.28273,-123.12074,female,College,Urban,0.0,Single,Star,5658.91,Standard,2020,8,2020-08,5,,,NaT,,512,,512.0,False
13988,13988,742669,Fidelia,Calliste,Fidelia Calliste,British Columbia,West Vancouver,49.328625,-123.16019,female,Bachelor,Urban,52389.0,Married,Star,5659.14,Standard,2016,8,2016-08,15,,,NaT,,1963,,1963.0,False
13989,13989,494887,Lakendra,Berkheimer,Lakendra Berkheimer,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Urban,59586.0,Divorced,Star,5660.13,Standard,2020,3,2020-03,28,,,NaT,,642,,642.0,False
13990,13990,895651,Delta,Ratelle,Delta Ratelle,Quebec,Montreal,45.50169,-73.567253,male,College,Urban,0.0,Married,Star,5666.47,Standard,2016,7,2016-07,16,,,NaT,,1993,,1993.0,False
13991,13991,585162,Stephaine,Stipes,Stephaine Stipes,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Rural,48156.0,Divorced,Star,5666.7,Standard,2018,7,2018-07,1,2019.0,3.0,2019-03,20.0,1278,1016.0,262.0,True
13992,13992,857629,Janyce,Knatt,Janyce Knatt,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Rural,53907.0,Married,Star,5666.87,Standard,2015,11,2015-11,9,,,NaT,,2243,,2243.0,False
13993,13993,702327,Terica,Coressel,Terica Coressel,Nova Scotia,Halifax,44.648766,-63.575237,male,Bachelor,Suburban,83086.0,Married,Star,5670.13,Standard,2018,6,2018-06,18,,,NaT,,1291,,1291.0,False
13994,13994,430519,Kyla,Cucino,Kyla Cucino,Quebec,Quebec City,46.813877,-71.207977,female,Bachelor,Rural,34974.0,Married,Star,5671.93,Standard,2019,2,2019-02,27,2019.0,12.0,2019-12,21.0,1037,740.0,297.0,True
13995,13995,123830,Jermaine,Diedricks,Jermaine Diedricks,Quebec,Montreal,45.50169,-73.567253,female,Bachelor,Rural,65775.0,Divorced,Star,5674.14,Standard,2015,10,2015-10,2,,,NaT,,2281,,2281.0,False
13996,13996,441623,Chang,Stiel,Chang Stiel,British Columbia,Whistler,50.116322,-122.95736,male,Bachelor,Urban,65775.0,Divorced,Star,5674.14,Standard,2017,5,2017-05,5,,,NaT,,1700,,1700.0,False
13997,13997,246911,Kristin,Augle,Kristin Augle,Ontario,Toronto,43.653225,-79.383186,female,College,Urban,0.0,Married,Star,5674.38,Standard,2021,8,2021-08,14,,,NaT,,138,,138.0,False
13998,13998,120799,Margurite,Hegwer,Margurite Hegwer,Ontario,Thunder Bay,48.380894,-89.247681,male,College,Urban,0.0,Married,Star,5678.05,Standard,2020,10,2020-10,1,,,NaT,,455,,455.0,False
13999,13999,607769,Shemeka,Ichikawa,Shemeka Ichikawa,Ontario,Toronto,43.653225,-79.383186,female,College,Rural,0.0,Married,Star,5678.05,2021 Promotion,2021,4,2021-04,16,,,NaT,,258,,258.0,False
14000,14000,626664,Caryl,Fulvio,Caryl Fulvio,Ontario,Trenton,44.101128,-77.576309,male,College,Suburban,0.0,Married,Star,5678.05,Standard,2018,5,2018-05,22,,,NaT,,1318,,1318.0,False
14001,14001,695342,Bonita,Englin,Bonita Englin,British Columbia,Kelowna,49.887951,-119.49601,male,Bachelor,Suburban,68671.0,Married,Star,5678.05,Standard,2017,10,2017-10,26,,,NaT,,1526,,1526.0,False
14002,14002,696329,May,Laviolette,May Laviolette,Ontario,Trenton,44.101128,-77.576309,female,College,Rural,0.0,Married,Star,5678.05,Standard,2015,9,2015-09,29,,,NaT,,2284,,2284.0,False
14003,14003,806639,Klara,Gaymon,Klara Gaymon,Ontario,Sudbury,46.522099,-80.953033,female,College,Urban,0.0,Married,Star,5678.05,Standard,2018,12,2018-12,17,,,NaT,,1109,,1109.0,False
14004,14004,976596,Lyndsey,Perciful,Lyndsey Perciful,Alberta,Calgary,51.048615,-114.07085,male,College,Suburban,0.0,Married,Star,5678.05,Standard,2016,1,2016-01,23,,,NaT,,2168,,2168.0,False
14005,14005,428523,Nerissa,Thorner,Nerissa Thorner,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Urban,82255.0,Married,Star,5680.28,Standard,2019,8,2019-08,22,,,NaT,,861,,861.0,False
14006,14006,455937,Perla,Turkel,Perla Turkel,Ontario,Trenton,44.101128,-77.576309,female,Bachelor,Rural,67132.0,Married,Star,5681.31,Standard,2015,8,2015-08,2,,,NaT,,2342,,2342.0,False
14007,14007,908301,Natividad,Bellotti,Natividad Bellotti,Ontario,Ottawa,45.421532,-75.697189,female,Bachelor,Urban,30242.0,Married,Star,5686.96,Standard,2020,12,2020-12,15,,,NaT,,380,,380.0,False
14008,14008,931135,Eveline,Gleaton,Eveline Gleaton,British Columbia,Victoria,48.428421,-123.36565,female,Bachelor,Urban,99747.0,Single,Star,5687.9,Standard,2018,3,2018-03,26,,,NaT,,1375,,1375.0,False
14009,14009,955130,Ardelle,Blockett,Ardelle Blockett,Ontario,London,42.984924,-81.245277,female,Bachelor,Urban,44833.0,Divorced,Star,5688.2,Standard,2021,7,2021-07,7,2019.0,3.0,2019-03,7.0,176,1029.0,0.0,True
14010,14010,191638,Garth,Grandchild,Garth Grandchild,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Suburban,83640.0,Married,Star,5689.64,Standard,2015,11,2015-11,2,,,NaT,,2250,,2250.0,False
14011,14011,338295,Ivana,Roatch,Ivana Roatch,Ontario,Ottawa,45.421532,-75.697189,female,Bachelor,Suburban,86073.0,Married,Star,5692.68,Standard,2017,9,2017-09,30,2018.0,3.0,2018-03,13.0,1552,1388.0,164.0,True
14012,14012,704968,Drema,Oneill,Drema Oneill,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Suburban,41154.0,Married,Star,5701.28,Standard,2017,1,2017-01,22,,,NaT,,1803,,1803.0,False
14013,14013,473194,Damion,Inagaki,Damion Inagaki,British Columbia,Whistler,50.116322,-122.95736,male,Bachelor,Rural,50695.0,Married,Star,5704.98,Standard,2020,8,2020-08,8,,,NaT,,509,,509.0,False
14014,14014,923333,Jesenia,Odil,Jesenia Odil,British Columbia,Whistler,50.116322,-122.95736,female,Bachelor,Suburban,76522.0,Married,Star,5705.55,Standard,2016,12,2016-12,6,,,NaT,,1850,,1850.0,False
14015,14015,371606,Pasty,Pardue,Pasty Pardue,Quebec,Montreal,45.50169,-73.567253,female,Bachelor,Urban,70279.0,Single,Star,5708.02,Standard,2016,7,2016-07,5,,,NaT,,2004,,2004.0,False
14016,14016,907157,Reid,Lepley,Reid Lepley,Ontario,Thunder Bay,48.380894,-89.247681,female,Bachelor,Urban,75650.0,Married,Star,5709.36,Standard,2020,1,2020-01,16,,,NaT,,714,,714.0,False
14017,14017,611689,Tifany,Long,Tifany Long,Quebec,Montreal,45.50169,-73.567253,male,Bachelor,Suburban,24882.0,Married,Star,5712.38,Standard,2018,2,2018-02,20,,,NaT,,1409,,1409.0,False
14018,14018,830446,Lauren,Trulove,Lauren Trulove,British Columbia,West Vancouver,49.328625,-123.16019,female,Bachelor,Urban,24882.0,Married,Star,5712.38,Standard,2020,6,2020-06,9,,,NaT,,569,,569.0,False
14019,14019,741892,Armandina,Fulson,Armandina Fulson,Ontario,Toronto,43.653225,-79.383186,male,Doctor,Urban,23726.0,Divorced,Star,5714.17,Standard,2020,5,2020-05,30,,,NaT,,579,,579.0,False
14020,14020,143087,Francisco,Koerber,Francisco Koerber,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Suburban,79719.0,Single,Star,5714.23,Standard,2018,3,2018-03,8,,,NaT,,1393,,1393.0,False
14021,14021,251436,Kalyn,Degnan,Kalyn Degnan,New Brunswick,Fredericton,45.963589,-66.643112,female,College,Suburban,0.0,Married,Star,5714.25,Standard,2020,3,2020-03,19,,,NaT,,651,,651.0,False
14022,14022,297568,Faustino,Swaim,Faustino Swaim,Ontario,Thunder Bay,48.380894,-89.247681,female,Bachelor,Rural,74905.0,Single,Star,5714.56,Standard,2017,2,2017-02,6,,,NaT,,1788,,1788.0,False
14023,14023,187025,Beata,Shortsleeve,Beata Shortsleeve,Nova Scotia,Halifax,44.648766,-63.575237,male,Bachelor,Suburban,69451.0,Married,Star,5715.79,Standard,2020,8,2020-08,10,,,NaT,,507,,507.0,False
14024,14024,167177,Shauna,Drage,Shauna Drage,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Suburban,52391.0,Married,Star,5717.22,Standard,2021,1,2021-01,6,,,NaT,,358,,358.0,False
14025,14025,939752,Lorilee,Gloodt,Lorilee Gloodt,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Rural,54585.0,Married,Star,5719.79,Standard,2019,8,2019-08,1,,,NaT,,882,,882.0,False
14026,14026,140483,Sanjuanita,Cluck,Sanjuanita Cluck,New Brunswick,Fredericton,45.963589,-66.643112,male,Bachelor,Rural,77646.0,Married,Star,5723.54,Standard,2018,7,2018-07,4,,,NaT,,1275,,1275.0,False
14027,14027,445338,Ivonne,Gostlin,Ivonne Gostlin,Quebec,Tremblant,46.118462,-74.596184,male,Bachelor,Urban,79955.0,Married,Star,5733.21,Standard,2018,6,2018-06,8,,,NaT,,1301,,1301.0,False
14028,14028,122166,Georgann,Roncskevitz,Georgann Roncskevitz,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Urban,56455.0,Married,Star,5737.23,Standard,2019,8,2019-08,17,,,NaT,,866,,866.0,False
14029,14029,246581,Exie,Carrubba,Exie Carrubba,Quebec,Montreal,45.50169,-73.567253,male,Bachelor,Suburban,68946.0,Married,Star,5737.5,Standard,2021,11,2021-11,27,,,NaT,,33,,33.0,False
14030,14030,892066,Vella,Scheffler,Vella Scheffler,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Suburban,88055.0,Married,Star,5738.28,Standard,2021,8,2021-08,24,,,NaT,,128,,128.0,False
14031,14031,820406,Lynelle,Louck,Lynelle Louck,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Suburban,86641.0,Married,Star,5741.73,Standard,2018,4,2018-04,27,,,NaT,,1343,,1343.0,False
14032,14032,887228,Tracy,Meche,Tracy Meche,Nova Scotia,Halifax,44.648766,-63.575237,female,Bachelor,Rural,61776.0,Divorced,Star,5743.4,Standard,2018,8,2018-08,10,,,NaT,,1238,,1238.0,False
14033,14033,906836,Carlita,Grabhorn,Carlita Grabhorn,Alberta,Banff,51.178398,-115.5708,female,Bachelor,Rural,68987.0,Married,Star,5744.23,Standard,2018,3,2018-03,5,,,NaT,,1396,,1396.0,False
14034,14034,872335,Trudie,Sitt,Trudie Sitt,British Columbia,Whistler,50.116322,-122.95736,male,College,Rural,0.0,Single,Star,5745.42,Standard,2018,10,2018-10,7,,,NaT,,1180,,1180.0,False
14035,14035,673399,Hedwig,Camille,Hedwig Camille,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Urban,57740.0,Married,Star,5745.94,Standard,2015,8,2015-08,13,,,NaT,,2331,,2331.0,False
14036,14036,844540,Allan,Drafts,Allan Drafts,Ontario,Thunder Bay,48.380894,-89.247681,female,Bachelor,Urban,51335.0,Married,Star,5745.96,Standard,2016,7,2016-07,5,,,NaT,,2004,,2004.0,False
14037,14037,199513,Susanna,Reynalds,Susanna Reynalds,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Rural,61990.0,Married,Star,5746.15,Standard,2016,6,2016-06,16,,,NaT,,2023,,2023.0,False
14038,14038,617489,Gala,Etulain,Gala Etulain,Ontario,Thunder Bay,48.380894,-89.247681,female,Bachelor,Suburban,23504.0,Married,Star,5747.27,Standard,2015,4,2015-04,1,,,NaT,,2465,,2465.0,False
14039,14039,294172,Nada,Branine,Nada Branine,Ontario,Trenton,44.101128,-77.576309,male,Bachelor,Urban,22814.0,Divorced,Star,5749.88,2021 Promotion,2021,3,2021-03,11,,,NaT,,294,,294.0,False
14040,14040,215294,Helaine,Kuzia,Helaine Kuzia,Alberta,Edmonton,53.544388,-113.49093,female,Bachelor,Urban,88997.0,Divorced,Star,5757.44,Standard,2016,12,2016-12,24,2017.0,8.0,2017-08,24.0,1832,1589.0,243.0,True
14041,14041,223018,Renda,Gaeth,Renda Gaeth,Quebec,Hull,45.42873,-75.713364,male,Bachelor,Rural,88997.0,Divorced,Star,5757.44,Standard,2021,11,2021-11,26,,,NaT,,34,,34.0,False
14042,14042,501699,Maxwell,Benavides,Maxwell Benavides,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Suburban,88997.0,Divorced,Star,5757.44,Standard,2020,6,2020-06,12,,,NaT,,566,,566.0,False
14043,14043,909547,Ashlie,Forson,Ashlie Forson,Yukon,Whitehorse,60.721188,-135.05684,female,Bachelor,Suburban,30968.0,Married,Star,5759.01,2021 Promotion,2021,4,2021-04,9,,,NaT,,265,,265.0,False
14044,14044,210442,Kermit,Tazzara,Kermit Tazzara,Newfoundland,St. John's,47.561508,-52.712578,female,Bachelor,Suburban,66156.0,Married,Star,5762.47,2021 Promotion,2021,3,2021-03,7,2021.0,11.0,2021-11,7.0,298,53.0,245.0,True
14045,14045,524536,Kristofer,Biederman,Kristofer Biederman,Nova Scotia,Halifax,44.648766,-63.575237,female,Bachelor,Rural,31725.0,Single,Star,5763.27,Standard,2018,4,2018-04,28,2019.0,7.0,2019-07,10.0,1342,904.0,438.0,True
14046,14046,475991,Manuel,Britschgi,Manuel Britschgi,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Suburban,22134.0,Married,Star,5764.78,Standard,2019,10,2019-10,12,,,NaT,,810,,810.0,False
14047,14047,407340,Maye,Sadiq,Maye Sadiq,Quebec,Tremblant,46.118462,-74.596184,female,Bachelor,Urban,40238.0,Married,Star,5764.86,Standard,2016,6,2016-06,17,,,NaT,,2022,,2022.0,False
14048,14048,547559,Felicitas,Bentsen,Felicitas Bentsen,New Brunswick,Moncton,46.087818,-64.778229,male,Bachelor,Rural,40238.0,Married,Star,5764.86,Standard,2020,2,2020-02,22,,,NaT,,677,,677.0,False
14049,14049,893771,Muoi,Flickinger,Muoi Flickinger,Ontario,Sudbury,46.522099,-80.953033,female,Bachelor,Urban,57846.0,Single,Star,5765.5,Standard,2018,7,2018-07,16,,,NaT,,1263,,1263.0,False
14050,14050,929009,Palmira,Varner,Palmira Varner,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Rural,92509.0,Married,Star,5768.83,Standard,2020,7,2020-07,30,,,NaT,,518,,518.0,False
14051,14051,646359,Ming,Marbach,Ming Marbach,Quebec,Tremblant,46.118462,-74.596184,male,Bachelor,Rural,65709.0,Divorced,Star,5771.61,Standard,2019,5,2019-05,15,,,NaT,,960,,960.0,False
14052,14052,183523,Nydia,Nevers,Nydia Nevers,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Rural,81676.0,Married,Star,5773.52,Standard,2017,9,2017-09,19,,,NaT,,1563,,1563.0,False
14053,14053,533509,Ricky,Scarsella,Ricky Scarsella,Alberta,Calgary,51.048615,-114.07085,female,Bachelor,Suburban,81676.0,Married,Star,5773.52,Standard,2019,2,2019-02,7,,,NaT,,1057,,1057.0,False
14054,14054,517702,Edmundo,Balancia,Edmundo Balancia,British Columbia,Whistler,50.116322,-122.95736,male,High School or Below,Urban,27510.0,Married,Star,5776.34,Standard,2021,6,2021-06,1,,,NaT,,212,,212.0,False
14055,14055,414164,Eura,Brodin,Eura Brodin,Alberta,Edmonton,53.544388,-113.49093,female,Bachelor,Urban,51066.0,Single,Star,5780.18,Standard,2020,5,2020-05,28,,,NaT,,581,,581.0,False
14056,14056,428565,Johnathon,Gutmann,Johnathon Gutmann,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Suburban,51066.0,Single,Star,5780.18,Standard,2020,6,2020-06,4,,,NaT,,574,,574.0,False
14057,14057,448142,Alicia,Leed,Alicia Leed,British Columbia,Whistler,50.116322,-122.95736,male,Bachelor,Suburban,51066.0,Single,Star,5780.18,Standard,2017,12,2017-12,7,,,NaT,,1484,,1484.0,False
14058,14058,676289,Jina,Knighter,Jina Knighter,Quebec,Montreal,45.50169,-73.567253,female,Bachelor,Urban,51066.0,Single,Star,5780.18,Standard,2019,5,2019-05,12,,,NaT,,963,,963.0,False
14059,14059,747339,Sharolyn,Garratt,Sharolyn Garratt,Ontario,Trenton,44.101128,-77.576309,male,Bachelor,Rural,51066.0,Single,Star,5780.18,Standard,2018,9,2018-09,26,,,NaT,,1191,,1191.0,False
14060,14060,853871,Leisa,Gomm,Leisa Gomm,Ontario,Ottawa,45.421532,-75.697189,male,Bachelor,Suburban,51066.0,Single,Star,5780.18,Standard,2017,5,2017-05,24,,,NaT,,1681,,1681.0,False
14061,14061,308591,Jodie,Aldapa,Jodie Aldapa,Ontario,Trenton,44.101128,-77.576309,female,Bachelor,Rural,69512.0,Married,Star,5781.02,Standard,2017,7,2017-07,26,,,NaT,,1618,,1618.0,False
14062,14062,972157,Stephenie,Jayme,Stephenie Jayme,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Rural,69512.0,Married,Star,5781.02,Standard,2019,6,2019-06,15,,,NaT,,929,,929.0,False
14063,14063,702005,Tula,Soltren,Tula Soltren,New Brunswick,Fredericton,45.963589,-66.643112,female,Bachelor,Urban,72354.0,Divorced,Star,5783.18,2021 Promotion,2021,3,2021-03,17,,,NaT,,288,,288.0,False
14064,14064,903146,Phung,Pepez,Phung Pepez,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Suburban,75845.0,Married,Star,5789.35,Standard,2016,6,2016-06,15,,,NaT,,2024,,2024.0,False
14065,14065,183626,Hannelore,Heeralall,Hannelore Heeralall,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Suburban,77221.0,Married,Star,5789.85,Standard,2020,6,2020-06,28,,,NaT,,550,,550.0,False
14066,14066,184206,Jill,Water,Jill Water,Ontario,Ottawa,45.421532,-75.697189,female,Bachelor,Urban,29530.0,Married,Star,5792.44,Standard,2016,12,2016-12,8,,,NaT,,1848,,1848.0,False
14067,14067,111387,Rex,Waldroup,Rex Waldroup,Quebec,Montreal,45.50169,-73.567253,female,Bachelor,Suburban,95733.0,Married,Star,5793.16,Standard,2016,10,2016-10,8,2018.0,4.0,2018-04,18.0,1909,1352.0,557.0,True
14068,14068,880681,Lois,Meditz,Lois Meditz,Quebec,Montreal,45.50169,-73.567253,female,Bachelor,Urban,70524.0,Married,Star,5794.57,2021 Promotion,2021,4,2021-04,9,,,NaT,,265,,265.0,False
14069,14069,390546,Carter,Rzeczycki,Carter Rzeczycki,British Columbia,Whistler,50.116322,-122.95736,female,Bachelor,Urban,52979.0,Divorced,Star,5794.68,Standard,2020,3,2020-03,24,,,NaT,,646,,646.0,False
14070,14070,256486,Starla,Corkill,Starla Corkill,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Rural,69276.0,Married,Star,5797.6,Standard,2019,7,2019-07,20,,,NaT,,894,,894.0,False
14071,14071,961512,Gilberto,Taal,Gilberto Taal,Quebec,Montreal,45.50169,-73.567253,male,Bachelor,Urban,65538.0,Married,Star,5799.06,Standard,2017,4,2017-04,10,2017.0,12.0,2017-12,10.0,1725,1481.0,244.0,True
14072,14072,349670,Robbie,Gesamondo,Robbie Gesamondo,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Rural,60689.0,Single,Star,5799.83,Standard,2015,6,2015-06,10,,,NaT,,2395,,2395.0,False
14073,14073,629995,Octavia,Belke,Octavia Belke,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Suburban,60689.0,Single,Star,5799.83,Standard,2021,9,2021-09,24,,,NaT,,97,,97.0,False
14074,14074,203409,Roselle,Tafuri,Roselle Tafuri,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Suburban,25472.0,Divorced,Star,5800.17,Standard,2017,12,2017-12,26,,,NaT,,1465,,1465.0,False
14075,14075,587623,Suzie,Boeson,Suzie Boeson,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Suburban,25472.0,Divorced,Star,5800.17,Standard,2019,9,2019-09,12,,,NaT,,840,,840.0,False
14076,14076,931097,Genaro,Burklow,Genaro Burklow,Manitoba,Winnipeg,49.895138,-97.138374,male,College,Rural,0.0,Married,Star,5800.77,Standard,2020,3,2020-03,30,,,NaT,,640,,640.0,False
14077,14077,955649,Roxana,Vogelsang,Roxana Vogelsang,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Urban,48927.0,Divorced,Star,5801.13,Standard,2016,9,2016-09,10,,,NaT,,1937,,1937.0,False
14078,14078,756668,Zandra,Stehlin,Zandra Stehlin,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Rural,97541.0,Married,Star,5802.07,Standard,2017,6,2017-06,22,,,NaT,,1652,,1652.0,False
14079,14079,757060,Bobbye,Calvaresi,Bobbye Calvaresi,Alberta,Banff,51.178398,-115.5708,female,Bachelor,Urban,97541.0,Married,Star,5802.07,Standard,2016,5,2016-05,28,2018.0,3.0,2018-03,22.0,2042,1379.0,663.0,True
14080,14080,408863,Matilde,Spinks,Matilde Spinks,Ontario,Toronto,43.653225,-79.383186,male,College,Rural,0.0,Married,Star,5802.84,Standard,2020,3,2020-03,4,,,NaT,,666,,666.0,False
14081,14081,833305,Darline,Mccombs,Darline Mccombs,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Rural,70717.0,Married,Star,5807.99,Standard,2020,3,2020-03,18,,,NaT,,652,,652.0,False
14082,14082,939932,Awilda,Villega,Awilda Villega,Manitoba,Winnipeg,49.895138,-97.138374,male,Bachelor,Suburban,43282.0,Divorced,Star,5808.93,Standard,2018,10,2018-10,3,,,NaT,,1184,,1184.0,False
14083,14083,761114,Lora,Lujano,Lora Lujano,New Brunswick,Moncton,46.087818,-64.778229,female,Bachelor,Rural,26975.0,Married,Star,5809.26,Standard,2018,11,2018-11,4,,,NaT,,1152,,1152.0,False
14084,14084,128245,Lue,Antill,Lue Antill,Ontario,Toronto,43.653225,-79.383186,female,Bachelor,Rural,24860.0,Married,Star,5810.63,Standard,2019,7,2019-07,16,2020.0,3.0,2020-03,16.0,898,654.0,244.0,True
14085,14085,973407,Kimiko,Guion,Kimiko Guion,Ontario,Ottawa,45.421532,-75.697189,male,College,Urban,0.0,Married,Star,5811.61,Standard,2021,7,2021-07,17,,,NaT,,166,,166.0,False
14086,14086,109029,Jason,Sechler,Jason Sechler,Manitoba,Winnipeg,49.895138,-97.138374,male,Bachelor,Suburban,58643.0,Divorced,Star,5812.0,Standard,2021,10,2021-10,18,,,NaT,,73,,73.0,False
14087,14087,509514,Carolina,Yann,Carolina Yann,Quebec,Hull,45.42873,-75.713364,male,Bachelor,Rural,42795.0,Married,Star,5813.24,Standard,2017,9,2017-09,30,,,NaT,,1552,,1552.0,False
14088,14088,942287,Jeffie,Winchester,Jeffie Winchester,Ontario,Toronto,43.653225,-79.383186,female,College,Suburban,0.0,Married,Star,5815.05,Standard,2017,1,2017-01,24,2019.0,8.0,2019-08,16.0,1801,867.0,934.0,True
14089,14089,193212,Maudie,Bree,Maudie Bree,British Columbia,Vancouver,49.28273,-123.12074,female,Bachelor,Rural,99239.0,Single,Star,5816.71,Standard,2020,1,2020-01,9,,,NaT,,721,,721.0,False
14090,14090,306112,Everette,Norrod,Everette Norrod,Ontario,Trenton,44.101128,-77.576309,female,Bachelor,Rural,99239.0,Single,Star,5816.71,Standard,2015,11,2015-11,23,,,NaT,,2229,,2229.0,False
14091,14091,869265,Gregory,Sosnowski,Gregory Sosnowski,Saskatchewan,Regina,50.44521,-104.6189,female,Bachelor,Suburban,61108.0,Married,Star,5821.13,Standard,2018,4,2018-04,8,,,NaT,,1362,,1362.0,False
14092,14092,627970,Douglass,Renker,Douglass Renker,New Brunswick,Moncton,46.087818,-64.778229,male,Bachelor,Urban,60087.0,Single,Star,5821.79,Standard,2019,12,2019-12,2,,,NaT,,759,,759.0,False
14093,14093,911663,Joycelyn,Brakeman,Joycelyn Brakeman,Quebec,Montreal,45.50169,-73.567253,male,Bachelor,Rural,73976.0,Divorced,Star,5824.22,Standard,2017,12,2017-12,6,,,NaT,,1485,,1485.0,False
14094,14094,118365,Sun,Vanamburgh,Sun Vanamburgh,Quebec,Quebec City,46.813877,-71.207977,male,Bachelor,Rural,81082.0,Married,Star,5838.9,Standard,2015,10,2015-10,18,,,NaT,,2265,,2265.0,False
14095,14095,716812,Vania,Juncaj,Vania Juncaj,Ontario,Toronto,43.653225,-79.383186,male,Bachelor,Rural,81082.0,Married,Star,5838.9,Standard,2015,5,2015-05,9,,,NaT,,2427,,2427.0,False
14096,14096,839263,Bernadette,Joern,Bernadette Joern,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Rural,81082.0,Married,Star,5838.9,Standard,2018,10,2018-10,11,2021.0,12.0,2021-12,23.0,1176,7.0,1169.0,True
14097,14097,862576,Dione,Wuellenweber,Dione Wuellenweber,British Columbia,Vancouver,49.28273,-123.12074,male,Bachelor,Suburban,81082.0,Married,Star,5838.9,Standard,2019,3,2019-03,5,,,NaT,,1031,,1031.0,False
